,Factory,Ulke,Sehir,Tarih,Kurulus_tarihi,Veri_analistci_tecrubesi,Isci_sayisi,Isci__memnuniyeti,Aylik_uretim_miktari,Uretim_hizi,Gunluk_uretilen_miktar,Gunluk_calisma_suresi,Max_uretilen_urun,Fabrika_sayisi,Yonetici_sayisi,Kapasite_durumu,Lojistik,Lojistik_tur_sayisi,Kullanilan_makina,Uretim_cesidi,Fabrika_depo_sayisi,Ham_madde_cesidi,Kesikli_uretim,Surekli_uretim,Esnek_uretim,Ceo_degisimi,Toplam_uretilmis_urun,Populerite,Malzeme_kalitesi,Urunbasi_ortalama_maliyet,Urunbasi_ortalama_kar,Max_fiyat,Min_fiyat,Max_kar,Max_zarar,Aylik_toplanti,Vardiya,Calisanlara_mesai,Mola_suresi,Urun_hata_orani,Satislarin_dusme_orani,Ortaklarla_uyum,Tedarikci_zorluk_yasanmasi,Calisan_tecrubesi,Ustabasilarinin_ise_önemvermesi,Patronlarin_donanimi,Kasada_acik_cikmasi,Malzeme_kaybi,Dogal_afetler,Tehcizat_pahaliligi,Makine_pahaliligi,Reklam_yetersizligi,Musteriye_hitap,Ithalat_ihracat_sorunlari,Globallesme_orani,Maaslarda_kesinti_orani,Sosyal_medyayi_kullanma,Yanlis_marka_ismi,Pazar_payi,Is_sagligi_orani,Musteri_hizmetlerinin_ilgisi,Yanlis_strateji,Sermayenin_tukenmesi,Vergi_usulsuzlugu,Is_yerindetorpil,Ortaklik_sorunlari,Dunya_ekonomisi_cokusleri,Yazilim_gelistirmeleri,Calisma_veduzenli_uretim,Muhasebeci_tecrubesi,Devam_durumu
64,Factory65,Turkiye,Ankara,12.05.2020,1969,4,3689,5,160000,4,12000,8,390000,10,9,420000,YES,3,24,7,6,7,YES,YES,YES,3,12300000,3,1,476,576,420,330,130,42,4,2,3,45DK,3,1,4,1,3,3,5,YES,NO,NO,3,1,NO,5,NO,3,5,YES,NO,5,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
65,Factory66,Turkiye,Trabzon,12.05.2020,2000,2,3994,2,115000,1,9000,8,376000,10,7,400000,YES,3,25,4,6,3,YES,YES,YES,5,12400000,2,0,487,587,408,302,102,50,6,3,4,45DK,2,4,3,2,2,1,3,NO,NO,NO,4,0,NO,5,NO,2,0,YES,YES,4,5,4,YES,YES,NO,NO,NO,NO,5,NO,5,Isliyor
66,Factory67,Turkiye,Rize,12.05.2020,1988,4,4015,2,125000,5,6000,8,346000,12,10,340000,YES,3,29,17,9,5,NO,YES,YES,4,20000000,5,3,499,599,356,264,64,38,8,2,2,45DK,1,3,2,3,3,2,2,NO,NO,NO,4,5,NO,5,YES,3,0,NO,NO,4,5,3,NO,NO,NO,YES,YES,NO,5,NO,5,Isliyor
67,Factory68,Turkiye,Gumushane,12.05.2020,1999,5,1082,4,390000,4,15000,8,288000,14,12,390000,YES,2,21,26,8,4,NO,YES,YES,2,20000000,4,4,487,587,498,330,130,21,9,3,3,45DK,2,1,5,1,2,2,3,NO,NO,YES,5,4,YES,5,YES,5,0,NO,YES,4,5,4,NO,NO,NO,NO,YES,NO,5,NO,5,Isliyor
68,Factory69,Turkiye,Malatya,12.05.2020,1996,4,3659,1,376000,3,19800,9,356000,15,14,510000,YES,2,14,12,5,6,YES,YES,YES,4,30000000,5,0,455,555,390,290,90,50,4,2,4,45DK,3,1,4,2,3,5,5,NO,NO,NO,3,3,YES,5,YES,4,0,NO,YES,4,3,5,NO,NO,NO,NO,YES,NO,3,NO,3,Isliyor
69,Factory70,Turkiye,Hatay,12.05.2020,1995,3,4203,0,346000,5,12600,10,476000,16,9,800000,YES,3,46,34,68,8,YES,YES,YES,2,10000000,1,5,467,567,312,200,0,70,2,3,2,45DK,1,4,3,2,4,5,4,NO,NO,YES,2,1,YES,5,YES,2,0,YES,NO,4,2,4,NO,NO,NO,NO,YES,NO,2,YES,2,Isliyor
70,Factory71,Turkiye,Kocaeli,12.05.2020,1993,2,2658,2,288000,5,13400,10,610000,17,15,300000,YES,3,15,28,6,4,YES,YES,YES,5,15000000,3,3,487,587,320,210,10,30,6,2,2,45DK,1,3,5,1,3,5,2,NO,NO,YES,3,0,NO,5,YES,3,0,YES,NO,5,3,2,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
71,Factory72,Turkiye,K.maras,12.05.2020,1987,5,2698,3,356000,5,17545,8,240000,10,11,340000,YES,3,38,16,15,6,YES,YES,YES,3,18000000,2,1,478,578,400,300,100,0,7,3,2,45DK,4,2,4,0,2,2,2,YES,NO,NO,5,0,NO,5,YES,5,0,YES,NO,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
72,Factory73,Turkiye,Tokat,12.05.2020,1995,2,2689,5,476000,5,12300,8,298000,9,9,420000,YES,3,21,17,14,3,YES,YES,YES,7,12000000,4,2,467,567,350,250,50,20,8,2,2,45DK,3,1,3,1,3,1,3,NO,NO,NO,4,0,NO,3,YES,4,0,YES,NO,5,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
73,Factory74,Turkiye,Samsun,12.05.2020,1987,2,3001,4,610000,5,12100,9,398000,11,21,520000,YES,3,24,28,11,8,YES,YES,NO,3,11000000,5,4,478,578,368,240,40,10,4,2,2,45DK,2,2,4,2,4,5,4,YES,NO,NO,2,0,YES,4,YES,2,5,YES,YES,5,4,3,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
74,Factory75,Turkiye,Zonguldak,12.05.2020,1977,4,3016,1,240000,5,3500,8,488000,15,16,345000,YES,3,16,29,10,5,YES,YES,NO,3,24000000,5,5,498,598,370,270,70,42,3,2,2,45DK,1,2,5,1,4,1,3,YES,NO,NO,3,4,YES,5,YES,3,3,YES,YES,5,3,4,NO,NO,NO,NO,YES,YES,3,YES,3,Isliyor
75,Factory76,Turkiye,Adana,12.05.2020,1983,2,3259,3,298000,4,5000,8,237000,14,4,430000,YES,3,11,45,12,3,YES,YES,YES,3,12300000,4,0,487,587,359,250,50,38,2,2,3,45DK,2,2,3,2,5,2,2,NO,NO,YES,5,3,YES,5,YES,4,1,YES,NO,3,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
76,Factory77,Turkiye,Istanbul,12.05.2020,1984,3,1658,5,398000,3,5500,8,360000,16,3,700000,YES,3,12,33,1,4,YES,YES,YES,2,12400000,5,3,455,555,355,252,52,12,4,3,2,45DK,2,2,2,1,3,1,3,NO,NO,YES,4,2,YES,5,YES,3,2,YES,NO,2,5,4,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
77,Factory78,Turkiye,Giresun,12.05.2020,1989,2,2258,4,488000,3,4500,8,420000,14,5,670000,YES,1,14,26,8,8,YES,YES,YES,1,20000000,5,5,432,532,342,263,63,33,5,3,4,45DK,2,1,3,2,2,5,4,NO,NO,NO,2,5,YES,5,NO,5,0,YES,NO,3,2,5,NO,NO,NO,NO,NO,YES,2,YES,2,Isliyor
78,Factory79,Turkiye,Sakarya,12.05.2020,1990,3,3456,3,237000,3,12320,8,310000,14,11,300000,YES,3,13,32,9,5,YES,YES,YES,4,20000000,5,4,465,565,388,233,33,28,7,3,5,45DK,2,2,4,1,3,2,4,NO,NO,NO,3,3,YES,2,YES,3,0,YES,NO,4,3,5,NO,NO,NO,NO,NO,YES,3,YES,3,Isliyor
79,Factory80,Turkiye,Ankara,12.05.2020,1965,5,2700,5,360000,2,13450,8,189000,14,12,200000,YES,3,15,15,6,4,YES,YES,YES,5,30000000,5,3,487,587,410,320,120,15,8,3,5,45DK,1,1,3,2,5,2,5,YES,NO,NO,4,2,YES,3,YES,1,0,YES,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
80,Factory81,Turkiye,Trabzon,12.05.2020,1967,4,2010,3,420000,3,12000,8,348700,16,7,150000,YES,3,18,17,20,3,YES,YES,YES,2,10000000,2,4,467,567,415,325,125,22,5,3,4,45DK,2,2,2,2,4,2,3,YES,NO,NO,3,4,YES,4,YES,3,0,NO,YES,4,4,3,NO,NO,NO,NO,YES,NO,4,NO,4,Isliyor
81,Factory82,Turkiye,Rize,12.05.2020,1987,4,4002,4,310000,3,14000,8,465000,15,14,150000,YES,3,17,18,25,6,YES,YES,YES,3,15000000,4,5,487,587,420,330,130,42,6,1,5,45DK,1,3,3,2,2,1,2,NO,NO,NO,5,3,YES,1,NO,4,0,YES,YES,3,3,4,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
82,Factory83,Turkiye,Gumushane,12.05.2020,1977,2,3578,2,189000,3,11000,8,276000,12,16,450000,YES,3,14,14,13,7,YES,YES,YES,6,18000000,2,2,498,598,408,302,102,50,4,2,4,45DK,2,2,4,2,3,2,3,NO,NO,YES,3,2,YES,2,NO,5,0,YES,NO,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
83,Factory84,Turkiye,Malatya,12.05.2020,1976,3,1010,1,348700,5,17000,8,165000,13,17,420000,YES,3,13,16,14,9,YES,YES,YES,4,12000000,4,4,512,612,356,264,64,38,3,3,6,45DK,3,1,3,1,5,3,5,NO,NO,YES,1,4,YES,3,NO,3,0,YES,YES,5,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
84,Factory85,Turkiye,Hatay,12.05.2020,1987,2,2657,0,465000,4,12000,9,340000,14,9,400000,YES,2,15,27,24,5,YES,YES,YES,5,11000000,3,5,523,623,498,330,130,21,5,2,5,45DK,2,2,2,2,4,3,4,NO,NO,NO,3,5,NO,4,YES,1,0,NO,NO,2,4,5,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
85,Factory86,Turkiye,Kocaeli,12.05.2020,1967,3,2978,2,276000,1,9000,8,330000,15,10,340000,YES,2,14,18,26,4,NO,YES,NO,1,24000000,4,2,567,667,390,290,90,50,6,1,4,45DK,1,4,3,3,2,2,2,NO,NO,YES,4,4,YES,4,YES,3,0,NO,NO,3,3,4,NO,NO,NO,NO,YES,NO,3,NO,3,Isliyor
86,Factory87,Turkiye,K.maras,12.05.2020,1999,5,3224,4,165000,5,6000,8,230000,16,10,390000,YES,1,16,27,5,6,NO,YES,NO,2,12300000,3,1,598,698,312,200,0,70,3,2,3,45DK,2,1,4,3,2,1,3,YES,NO,NO,5,3,YES,4,YES,4,0,NO,NO,4,3,5,NO,NO,NO,NO,NO,NO,3,NO,3,Isliyor
87,Factory88,Turkiye,Tokat,12.05.2020,2001,4,3548,5,340000,3,15000,10,540000,12,9,510000,YES,3,17,32,3,7,YES,YES,YES,3,12400000,4,3,511,611,320,210,10,30,2,3,6,45DK,4,3,4,2,3,2,5,YES,NO,NO,3,2,YES,4,NO,5,0,YES,NO,4,4,4,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
88,Factory89,Turkiye,Samsun,12.05.2020,2002,1,2002,4,330000,4,19800,9,570000,18,12,800000,YES,3,18,31,6,5,YES,YES,NO,6,20000000,4,4,523,623,400,300,100,0,4,2,5,45DK,1,2,5,1,4,3,4,NO,NO,NO,1,3,NO,4,NO,3,1,YES,YES,3,5,5,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
89,Factory90,Turkiye,Zonguldak,12.05.2020,1963,3,3312,3,230000,3,12600,7,240000,10,13,300000,YES,3,19,23,8,4,YES,YES,NO,5,20000000,4,5,543,643,350,250,50,20,5,1,4,45DK,3,1,3,2,3,1,2,YES,NO,NO,3,4,NO,5,NO,2,2,YES,NO,4,4,4,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
90,Factory91,Turkiye,Adana,12.05.2020,1956,5,1089,2,540000,5,13400,7,160000,11,14,340000,YES,3,15,36,9,6,YES,YES,YES,8,30000000,3,2,543,643,368,240,40,10,7,2,3,45DK,2,2,2,3,2,1,3,NO,NO,YES,4,5,NO,3,YES,5,1,NO,YES,5,3,5,YES,YES,YES,NO,NO,NO,3,NO,3,Isliyor
91,Factory92,Turkiye,Istanbul,12.05.2020,1967,4,3001,5,570000,4,17545,8,115000,12,8,420000,YES,3,14,43,17,7,YES,YES,YES,7,10000000,3,4,567,667,370,270,70,42,8,3,4,45DK,1,3,3,1,3,4,4,NO,NO,NO,5,4,YES,4,YES,1,2,NO,NO,4,4,2,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
92,Factory93,Turkiye,Giresun,12.05.2020,1988,3,2678,2,240000,2,12300,8,125000,13,11,520000,YES,2,13,24,15,3,YES,YES,YES,4,15000000,5,5,587,687,359,250,50,38,9,2,5,45DK,2,1,5,1,4,3,3,NO,NO,YES,3,3,YES,5,YES,3,3,NO,NO,3,5,2,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
93,Factory94,Turkiye,Sakarya,12.05.2020,1977,5,2780,2,160000,3,12100,9,390000,14,6,345000,YES,1,12,31,16,4,YES,YES,YES,5,18000000,5,1,569,669,355,252,52,12,3,1,6,45DK,3,2,4,4,4,5,5,NO,NO,NO,2,4,YES,4,YES,4,1,YES,YES,3,4,2,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
94,Factory95,Turkiye,Ankara,12.05.2020,1999,3,2657,4,115000,4,3500,10,376000,15,11,430000,YES,3,10,23,14,6,YES,YES,YES,1,12000000,4,3,568,668,342,263,63,33,4,2,3,45DK,1,2,2,3,5,1,3,YES,NO,NO,5,5,NO,5,YES,5,2,YES,NO,4,5,2,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
95,Factory96,Turkiye,Trabzon,12.05.2020,2000,4,2569,1,125000,1,5000,8,346000,15,10,700000,YES,2,13,26,2,8,YES,YES,YES,2,11000000,1,5,455,555,388,233,33,28,5,3,2,45DK,2,1,3,2,3,5,1,NO,NO,YES,1,4,NO,4,YES,2,1,YES,YES,5,4,3,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
96,Factory97,Turkiye,Rize,12.05.2020,2001,2,2412,0,390000,5,5500,7,288000,15,12,670000,YES,3,16,37,3,9,YES,YES,YES,5,24000000,4,4,467,567,410,320,120,15,6,2,3,45DK,2,0,5,1,2,2,3,YES,NO,NO,3,3,NO,5,YES,1,0,YES,YES,4,5,4,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
97,Factory98,Turkiye,Gumushane,12.05.2020,2002,3,3245,2,376000,4,4500,8,356000,14,14,300000,YES,3,17,5,5,5,YES,YES,YES,6,12300000,2,2,487,587,415,325,125,22,7,1,4,45DK,1,1,4,2,3,2,4,NO,NO,NO,4,5,YES,3,YES,5,0,YES,NO,3,3,5,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
98,Factory99,Turkiye,Malatya,12.05.2020,1987,4,2156,3,346000,3,12320,10,476000,12,15,200000,YES,3,22,9,9,6,YES,YES,YES,4,12400000,3,3,478,578,420,330,130,42,3,2,3,45DK,0,2,2,2,5,2,5,NO,NO,NO,5,2,YES,4,YES,4,0,YES,NO,4,3,4,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
99,Factory100,Turkiye,Hatay,12.05.2020,1988,5,2089,5,288000,5,13450,8,610000,12,9,150000,YES,3,26,11,8,3,YES,YES,YES,2,20000000,5,1,467,567,408,302,102,50,2,3,2,45DK,1,1,3,2,4,1,3,YES,NO,NO,2,1,YES,5,YES,3,0,YES,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
100,Factory101,Turkiye,Kocaeli,12.05.2020,1999,3,2004,4,356000,5,12000,8,240000,13,7,150000,YES,3,23,21,6,4,YES,YES,YES,5,20000000,4,5,478,578,356,264,64,38,1,2,2,45DK,2,2,4,2,2,5,1,NO,NO,YES,1,1,YES,4,YES,2,0,YES,NO,4,5,4,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
101,Factory102,Turkiye,K.maras,12.05.2020,1976,4,2009,1,476000,5,14000,8,298000,10,10,450000,YES,3,24,23,2,6,YES,YES,YES,1,30000000,2,3,498,598,498,330,130,21,5,3,4,45DK,1,1,3,1,3,5,3,YES,NO,NO,5,1,YES,5,NO,1,2,YES,NO,5,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
102,Factory103,Turkiye,Tokat,12.05.2020,2003,2,3125,3,610000,5,11000,8,398000,10,12,420000,YES,3,25,26,1,9,YES,YES,YES,1,10000000,5,1,487,587,390,290,90,50,6,3,5,45DK,2,2,5,2,5,2,4,YES,NO,YES,4,1,YES,5,YES,5,3,YES,NO,4,2,4,NO,NO,NO,NO,YES,NO,2,YES,2,Isliyor
103,Factory104,Turkiye,Samsun,12.05.2020,1967,3,3689,5,240000,5,17000,8,488000,11,14,400000,YES,3,29,28,16,3,YES,YES,YES,1,15000000,4,3,455,555,312,200,0,70,8,3,3,45DK,1,1,3,1,4,3,5,NO,NO,NO,3,2,YES,5,YES,3,1,YES,YES,5,3,5,NO,NO,NO,NO,YES,YES,3,YES,3,Isliyor
104,Factory105,Turkiye,Zonguldak,12.05.2020,2005,4,3994,4,298000,5,12000,8,237000,11,9,340000,YES,3,21,32,5,5,NO,YES,YES,0,18000000,3,4,432,532,320,210,10,30,4,3,2,1SAAT,2,2,1,2,2,5,3,NO,NO,NO,2,3,YES,5,YES,4,0,NO,NO,3,4,4,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
105,Factory106,Turkiye,Adana,12.05.2020,2010,2,4015,3,398000,4,9000,8,360000,11,6,390000,YES,3,14,12,4,6,NO,YES,YES,3,12000000,5,5,465,565,400,300,100,0,5,3,4,1SAAT,1,2,3,3,3,5,2,NO,NO,YES,1,4,YES,3,NO,2,0,YES,YES,3,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
106,Factory107,Turkiye,Istanbul,12.05.2020,1956,4,1082,0,488000,3,6000,8,420000,11,11,510000,YES,3,46,23,3,4,YES,YES,YES,6,11000000,4,1,487,587,350,250,50,20,3,3,5,1SAAT,2,2,4,2,4,2,5,NO,NO,NO,5,0,YES,2,NO,4,0,YES,YES,4,4,2,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
107,Factory108,Turkiye,Giresun,12.05.2020,1976,5,3659,0,237000,3,15000,8,310000,15,10,800000,YES,3,15,25,6,3,YES,YES,YES,5,24000000,2,3,467,567,368,240,40,10,7,3,2,1SAAT,2,2,5,1,3,5,1,NO,NO,YES,3,4,YES,1,NO,3,0,YES,NO,5,5,3,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
108,Factory109,Turkiye,Sakarya,12.05.2020,1986,4,4203,1,360000,3,19800,8,189000,14,12,300000,YES,3,38,27,10,7,YES,YES,YES,4,12300000,3,5,487,587,370,270,70,42,6,2,3,1SAAT,2,1,3,2,5,1,3,NO,NO,YES,4,0,NO,4,YES,2,0,NO,NO,5,4,4,NO,NO,NO,NO,YES,YES,4,NO,4,Isliyor
109,Factory110,Turkiye,Ankara,12.05.2020,1989,3,2658,2,420000,2,12600,8,348700,15,9,340000,YES,3,21,32,11,9,YES,YES,YES,0,12400000,4,2,498,598,359,250,50,38,5,1,4,1SAAT,2,2,1,4,3,5,4,YES,NO,NO,2,2,YES,5,YES,5,2,NO,NO,2,5,4,NO,NO,NO,NO,NO,NO,5,NO,5,Isliyor
110,Factory111,Turkiye,Trabzon,12.05.2020,1967,2,2698,4,310000,3,13400,8,465000,19,15,420000,YES,3,24,23,5,5,YES,YES,YES,2,20000000,5,3,512,612,355,252,52,12,3,2,2,1SAAT,1,3,3,1,1,2,5,NO,NO,NO,4,3,YES,1,YES,4,3,NO,NO,3,3,5,NO,NO,NO,NO,YES,NO,3,NO,3,Isliyor
111,Factory112,Turkiye,Rize,12.05.2020,1987,5,2689,5,189000,3,17545,8,276000,20,11,520000,YES,3,16,34,6,4,YES,YES,YES,8,20000000,2,2,523,623,342,263,63,33,8,3,1,1SAAT,2,3,4,3,3,5,2,YES,NO,NO,3,0,YES,5,NO,3,4,YES,YES,4,3,4,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
112,Factory113,Turkiye,Gumushane,12.05.2020,1967,2,3001,3,348700,3,12300,8,165000,14,9,345000,YES,3,11,21,1,6,YES,YES,YES,6,30000000,3,4,567,667,388,233,33,28,7,2,1,1SAAT,3,2,5,2,4,2,1,YES,NO,NO,2,4,NO,2,NO,5,5,YES,YES,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
113,Factory114,Turkiye,Malatya,12.05.2020,1987,2,3016,4,465000,5,12100,8,340000,10,21,430000,YES,3,12,20,12,8,YES,YES,YES,3,10000000,5,5,598,698,410,320,120,15,5,3,2,1SAAT,3,1,3,1,5,3,5,NO,NO,NO,5,0,NO,1,NO,4,0,YES,NO,4,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
114,Factory115,Turkiye,Hatay,12.05.2020,2006,4,3259,1,276000,4,3500,8,330000,11,16,700000,YES,3,14,21,14,4,YES,YES,YES,5,15000000,4,1,511,611,415,325,125,22,4,3,3,1SAAT,2,2,2,2,3,1,4,NO,NO,NO,4,3,NO,5,YES,3,0,NO,NO,5,4,5,NO,NO,NO,NO,YES,NO,4,NO,4,Isliyor
115,Factory116,Turkiye,Kocaeli,12.05.2020,2009,2,1658,2,165000,1,5000,8,230000,13,4,670000,YES,3,13,12,5,6,YES,YES,YES,4,18000000,2,3,523,623,420,330,130,42,3,2,4,1SAAT,1,3,5,3,1,2,3,NO,NO,YES,3,0,YES,3,YES,4,0,NO,NO,4,5,4,NO,NO,NO,NO,YES,NO,5,NO,5,Isliyor
116,Factory117,Turkiye,K.maras,12.05.2020,1987,3,2258,3,340000,5,5500,8,540000,14,3,300000,YES,2,15,23,6,3,YES,YES,YES,2,12000000,3,2,543,643,408,302,102,50,8,1,2,1SAAT,2,1,1,1,3,2,2,NO,NO,NO,5,1,YES,2,YES,5,0,NO,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
117,Factory118,Turkiye,Tokat,12.05.2020,1986,2,3456,4,330000,3,4500,9,570000,8,5,200000,YES,2,18,26,7,8,YES,YES,YES,4,11000000,5,1,543,643,356,264,64,38,5,2,3,1SAAT,3,1,3,2,4,5,1,YES,NO,YES,4,0,YES,4,YES,3,1,YES,NO,3,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
118,Factory119,Turkiye,Samsun,12.05.2020,1999,3,2700,2,230000,4,12320,10,240000,12,11,150000,YES,3,17,4,9,5,YES,YES,NO,2,24000000,4,4,567,667,498,330,130,21,6,3,4,1SAAT,1,4,4,2,5,5,5,YES,NO,YES,3,3,NO,5,YES,2,3,YES,YES,3,4,5,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
119,Factory120,Turkiye,Zonguldak,12.05.2020,2015,5,2010,3,540000,3,13450,10,160000,11,12,150000,YES,3,14,7,8,3,YES,YES,NO,5,12300000,2,5,587,687,390,290,90,50,3,2,2,1SAAT,1,3,5,1,3,1,3,NO,NO,NO,4,0,NO,1,YES,3,4,YES,YES,4,5,2,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
120,Factory121,Turkiye,Adana,12.05.2020,2012,4,4002,1,570000,5,12000,8,115000,15,7,450000,YES,3,13,6,5,4,YES,YES,YES,3,12400000,3,3,569,669,312,200,0,70,2,3,2,1SAAT,4,2,2,0,2,2,4,NO,NO,NO,5,0,NO,0,YES,4,2,YES,NO,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
121,Factory122,Turkiye,Istanbul,12.05.2020,2009,2,3578,0,240000,4,14000,8,125000,10,14,420000,YES,3,15,9,68,8,YES,YES,YES,7,20000000,1,1,568,668,320,210,10,30,9,2,2,1SAAT,3,1,1,1,5,1,2,NO,NO,NO,3,0,YES,5,YES,3,0,YES,YES,4,4,4,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
122,Factory123,Turkiye,Giresun,12.05.2020,1980,3,1010,5,160000,2,11000,9,390000,10,16,400000,YES,3,14,8,6,5,YES,YES,YES,3,20000000,4,4,455,555,400,300,100,0,8,1,2,1SAAT,2,2,5,2,1,2,4,NO,NO,NO,2,0,YES,4,YES,2,0,YES,NO,5,4,5,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
123,Factory124,Turkiye,Sakarya,12.05.2020,1978,5,2657,3,115000,3,17000,8,376000,10,17,340000,YES,3,16,12,15,4,NO,YES,YES,3,30000000,5,0,467,567,350,250,50,20,5,2,2,1SAAT,1,2,4,1,3,5,3,NO,NO,YES,3,4,YES,5,YES,3,0,YES,NO,4,4,4,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
124,Factory125,Turkiye,Ankara,12.05.2020,1989,4,2978,4,125000,4,12000,8,346000,10,9,390000,YES,3,17,11,14,3,NO,YES,YES,3,10000000,2,3,487,587,368,240,40,10,3,3,2,1SAAT,2,2,3,2,4,5,2,YES,NO,YES,4,3,YES,5,YES,4,2,YES,NO,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
125,Factory126,Turkiye,Trabzon,12.05.2020,1969,3,3224,1,390000,1,9000,8,288000,12,10,510000,YES,3,18,21,11,6,YES,YES,YES,2,15000000,3,2,478,578,370,270,70,42,2,2,3,1SAAT,2,2,2,1,5,5,5,YES,NO,NO,3,2,YES,5,NO,3,1,YES,NO,4,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
126,Factory127,Turkiye,Rize,12.05.2020,2000,5,3548,2,376000,5,6000,8,356000,14,10,800000,YES,1,19,23,10,7,YES,YES,YES,1,18000000,4,5,467,567,359,250,50,38,7,1,2,1SAAT,2,1,1,2,2,2,4,NO,NO,NO,2,3,YES,5,YES,2,0,YES,YES,5,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
127,Factory128,Turkiye,Gumushane,12.05.2020,1988,3,2002,0,346000,4,15000,8,476000,15,9,300000,YES,3,15,26,12,9,YES,YES,YES,4,12000000,3,0,478,578,355,252,52,12,5,2,4,1SAAT,2,2,5,1,1,2,3,YES,NO,NO,3,1,YES,5,YES,3,0,YES,NO,4,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
128,Factory129,Turkiye,Malatya,12.05.2020,1999,4,3312,5,288000,3,19800,8,610000,16,12,340000,YES,3,14,7,1,5,YES,YES,YES,5,11000000,2,5,498,598,342,263,63,33,4,3,5,1SAAT,1,1,3,2,5,2,5,NO,NO,NO,4,0,YES,5,YES,4,0,NO,YES,4,5,5,NO,NO,NO,NO,NO,NO,5,NO,5,Isliyor
129,Factory130,Turkiye,Hatay,12.05.2020,1996,2,1089,3,356000,5,12600,8,240000,17,13,420000,YES,3,13,12,8,4,YES,YES,YES,2,24000000,5,3,487,587,388,233,33,28,3,2,5,45DK,2,2,4,2,4,2,4,NO,NO,NO,3,4,YES,5,NO,4,0,YES,NO,4,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
130,Factory131,Turkiye,Kocaeli,12.05.2020,1995,1,3001,4,476000,5,13400,8,298000,10,14,520000,YES,3,12,17,9,6,YES,YES,NO,3,12300000,4,0,455,555,410,320,120,15,8,3,4,45DK,1,3,2,2,3,5,3,NO,NO,YES,2,2,YES,5,NO,5,3,YES,NO,4,3,5,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
131,Factory132,Turkiye,K.maras,12.05.2020,1993,2,2678,5,610000,5,17545,8,398000,9,8,345000,YES,3,10,26,6,7,YES,YES,NO,6,12400000,5,2,432,532,415,325,125,22,9,3,5,1SAAT,2,2,4,2,2,2,4,NO,NO,YES,3,1,YES,5,NO,3,4,YES,YES,4,2,5,NO,NO,NO,NO,NO,NO,2,YES,2,Isliyor
